,Firearm Prevalence,Homicides,Firearm Homicides,Armed_Robberies,Fireaarm  licenses
296,0.066990241,0.345138689,0.483814839,0.816233299,-0.224710237
297,0.051437749,0.219092279,0.262330061,0.359277683,-0.022591191
298,0.051891733,0.322220894,0.309719568,0.020262805,-0.051624967
299,0.015201212,-0.007935102,0.000244112,-0.070385224,-0.092806422
300,0.052286862,-0.358922527,-0.379762171,0.04306137,-0.196029754
301,-0.007912948,-0.125460314,-0.180023764,0.125818387,-0.031181462
302,-0.162817271,0.009920771,0.026840212,0.007029655,-0.353696148
303,0.017509898,0.000401717,-0.050176812,0.002114908,-0.092581147
304,-0.035744669,0.432022601,0.311638686,-0.028446331,0.005808851
305,0.025777247,0.138016353,0.118609836,-0.01433782,-0.028021172
306,0.107120562,0.215553712,0.325525871,0.024137059,0.295306772
307,0.036148766,0.620407,0.779927396,0.337028686,-0.263604419
308,-0.077055503,-0.125534005,-0.183071827,-0.237657183,-0.239482675
309,0.074770203,0.350474538,0.488695958,0.111893123,0.145188958
310,0.015390143,-0.425587584,-0.295822185,0.16627947,-0.16300586
311,-0.077261055,0.312793068,0.400546928,0.058226261,0.274380764
312,0.029221681,0.054244221,-0.011780181,-0.093576788,0.230405023
313,0.093177249,0.056381706,0.12793212,0.783714805,0.076189493
314,-0.116593203,0.145256953,0.20810513,-0.352199973,-0.13641113
315,-0.075471727,-0.392219704,-0.334199575,0.474513621,-0.207954671
316,0.108373798,0.336871695,0.388645439,0.621857702,0.252730948
317,0.102040617,-0.236390158,-0.403419224,-0.190632579,-0.170992102
318,-0.080900719,-0.328053202,-0.250327637,-0.727760597,0.105707623
319,0.140922884,0.293163689,0.328244858,-0.13835197,-0.028784964
320,0.082447534,0.321822486,0.442775371,0.265218398,0.25858423
321,0.068965276,0.235547333,0.306019834,0.396857844,0.145528299
322,0.004170498,0.08452905,0.088116315,0.44730241,0.077243929
323,0.039206029,0.158203992,0.216059551,0.12715268,-0.126227511
324,0.041100694,0.777041596,0.908654179,0.432128933,-0.326896361
325,0.087125211,-0.006350442,0.065293101,0.056656699,0.082061082
326,0.136794254,0.447259443,0.546516244,1.010306133,0.068134514
327,-0.130200558,0.122134881,0.111025833,-0.065188527,-0.485600906
328,-0.070911808,-0.410282766,-0.452820163,0.383979901,-0.082847098
329,0.11516736,-0.163553151,-0.082239044,0.036474123,0.022426446
330,0.007891064,-0.331358584,-0.317443627,0.204616928,0.127888843
331,-0.030876643,-0.605657983,-0.69700174,0.038593022,-0.119626422
332,0.05003946,0.044610987,0.073941909,-0.12434606,0.026925055
333,0.008520054,-0.469600155,-0.647666847,-0.208373955,0.168967944
334,0.019499882,0.170635042,0.258163467,-0.146383682,-0.229467129
335,0.008026175,-0.412184838,-0.670462939,-0.142855078,-0.048640469
336,0.045272601,0.366544833,0.476270894,-0.44251681,0.209496894
337,0.071817605,0.177713087,0.27371391,-0.118983331,0.139866839
338,0.114813454,0.273122391,0.388001681,0.347751839,-0.236724327
339,-0.066657961,-0.179878026,-0.21993718,-0.949933072,-0.379358851
340,0.133029684,0.571519482,0.72071559,-0.195983788,0.060829948
341,0.008004785,-0.158152664,-0.094427479,-0.218340527,0.211906767
342,0.128079753,0.542745493,0.635200894,0.539151767,-0.084504483
343,-0.239499739,0.228899921,0.25922778,-0.32681004,-0.426365429
344,0.139456993,0.564043616,0.665417267,1.134090699,0.111520719
345,-0.016158418,0.061501361,0.081346501,-0.057766772,-5.37E-05
346,0.022265507,0.102361654,0.079454582,-0.381227043,-0.305532611
347,0.059417288,-0.341361614,-0.38277321,-0.548594008,0.109688597
348,0.065274051,0.051807729,0.090727796,-0.276172955,0.153365168
349,0.129313169,0.445350356,0.600044642,0.042498638,-0.211410743
350,-0.026037549,0.219967009,0.286429211,0.550670452,-0.111905561
351,-0.069456824,-0.350813599,-0.387431945,-0.284043492,0.105109614
352,-0.005310044,-0.261237474,-0.568628766,-0.158568245,0.054299337
353,0.078848407,-0.13247764,-0.206973064,-0.099420127,0.156153639
354,0.076832164,0.124118785,0.36517619,0.025609283,0.013670084
355,0.106224813,0.527731296,0.64262732,0.534523253,-0.054974133
356,-0.12433536,-0.035592784,-0.057209521,-0.435627518,-0.345301114
357,0.080705931,0.463876808,0.513201423,0.390992476,0.113650567
358,-0.026388986,-0.495519817,-0.595898318,-0.224580042,-0.081445833
359,0.131763762,0.528348313,0.647724695,0.401641687,-0.022597218
360,0.003512801,-0.001879208,0.053495327,-0.457154193,0.064712881
361,0.112037282,0.296803965,0.41512744,-0.323834956,-0.128273256
362,0.081229555,-0.060507202,-0.056468747,0.325943017,0.187536622
363,-3.04E-05,-0.228951526,-0.299049366,-0.118710738,0.098466828
364,0.109284954,0.452222743,0.57892259,0.882253918,-0.190122773
365,0.007527301,0.094530084,0.103329405,-0.481404835,0.008946712
366,0.003993209,-1.216939102,-0.999355045,-0.168879726,-0.064692967
367,0.047295468,0.19088863,0.083393057,-0.102775285,-0.11978916
368,0.066641291,-0.064400967,0.05342378,-0.023859487,-0.046945655
369,-0.091701558,0.076348347,0.006783448,-0.178253331,0.210889128
370,-0.032126523,-0.056290116,-0.027610013,-0.733109622,0.002237206
371,0.009221738,0.117065063,0.153303037,0.335845327,-0.436458813
372,0.09506345,0.14915612,0.146236359,0.121160256,0.176595119
373,-0.155523185,-0.200956386,-0.273145969,0.370073993,0.199476627
374,-0.045852306,0.225554438,0.286103388,0.251682496,0.003662937
375,-0.035587296,0.337920709,0.426920834,0.317017289,-0.004826445
376,0.089467149,0.125181746,0.197377885,0.704626506,-0.202210813
377,0.035504144,0.097739508,0.242390246,-0.433538532,0.122541096
378,-0.025462858,-0.312044247,-0.25362217,-0.130049969,-0.249025992
379,0.090368861,0.107671517,0.145879361,0.382992164,0.103069939
380,0.092170214,0.744057288,0.887064566,0.694451101,0.140698417
381,0.181835854,0.572613038,0.678718864,0.414925785,-0.020868712
382,-0.00868097,0.171724876,0.204940171,0.293581365,0.267369969
383,0.058087398,0.331014317,0.386359447,-0.174960211,0.088589913
384,0.055115271,0.114713358,0.174968002,-0.271328481,0.123418191
385,0.057131527,0.535997214,0.628848696,0.848433634,-0.223461421
386,0.026860162,-0.065890316,-0.133104018,-0.59745032,0.042773219
387,-0.335949831,-0.318966536,-0.429480237,-0.297146315,-0.721094716
388,-0.010009791,0.054929126,0.167776238,-0.063314011,-0.183567202
389,0.025583293,-0.050894939,-0.00999863,0.097881247,0.022087807
390,0.047250905,0.158993749,0.129465633,-0.455791327,0.192156327
391,0.05137308,0.223076555,0.25345468,0.278880237,0.097759118
392,-0.040093398,0.222091345,0.258039958,0.106734546,-0.08847878
393,-0.016416795,-0.416369266,-0.468954569,-1.213855174,0.089344193
394,-0.057785991,-0.52284531,-1.218242848,-0.681121986,-0.158010647
395,-0.06553368,0.12491718,-0.025277824,0.400770743,-0.037805463
396,0.079624567,0.174554546,0.176524588,0.246291449,0.316599587
397,0.00734112,-0.482115672,-0.442673543,-0.214367829,0.14935284
398,-0.005166291,-0.300681645,-0.284215259,-0.26742171,-0.113856762
399,-0.012301967,-0.053566165,-0.032743913,0.408647378,-0.03047518
400,-0.154264529,-0.186278425,-0.317260081,-0.094775732,0.180542381
401,-0.008575498,-0.007289967,-0.017614185,-0.069197585,0.247642397
402,0.084993688,0.482996453,0.617697382,0.296413869,0.133171824
403,0.071996029,0.60321233,0.724097732,0.72344538,-0.205006117
404,0.020559601,0.033656811,0.069500751,0.248871058,0.076538706
405,-0.079217423,-0.405329113,-0.483774751,-0.108472322,-0.104175587
406,-0.104536374,-0.1885346,-0.421980042,0.080342667,0.027747568
407,-0.022516588,0.154872783,0.082108264,-0.137283472,-0.113204723
408,0.032716043,-0.099753609,-0.141528013,0.067132484,-0.042835019
409,0.01228568,-0.599795512,-0.682527557,-0.154077853,-0.007286708
410,0.092404221,0.058717274,0.136303759,0.363092706,0.224973521
411,-0.088918299,-0.167652604,-0.174630614,-0.873134795,-0.272563985
412,-0.010174123,0.063561034,0.018732342,0.471722858,0.120480968
413,0.055340182,0.358123675,0.48903575,0.419938144,0.052713814
414,-0.225452269,0.158043376,0.215371612,0.103704076,-0.012342077
415,0.016881081,0.05358921,0.056724475,-0.288865468,0.076474338
416,0.134186673,0.105545436,0.172801055,0.070493726,-0.088419859
417,0.04197993,0.152482002,0.142853654,0.312904584,-0.022656459
418,0.043631691,0.205327299,0.308297299,-0.247367373,0.303851049
419,0.009200951,0.097278704,0.176690268,0.000376914,0.025228757
420,-0.021680303,0.154027709,0.07867187,-0.083791601,0.36101528
421,0.020059567,0.154581698,0.22415816,0.419531961,0.062902661
422,0.050233814,0.112065577,0.135092397,-0.102787882,-0.017146928
423,-0.108750108,0.080423285,0.057082598,0.63338465,0.065479758
424,-0.099474892,0.133427678,0.158407102,0.113658397,-0.191733007
425,0.091214697,-0.017158515,-0.023086552,-0.430120951,0.342200131
426,0.058594526,0.790805666,0.929158775,0.785765016,0.228094289
427,0.040034256,0.018414768,0.065142157,-0.058047941,0.152482797
428,0.055714362,-0.17124914,-0.034165142,-0.128328228,-0.315894572
429,-0.096902884,-0.378825808,-0.590285774,-0.535274517,-0.532717066
430,-0.000565163,-0.115405348,-0.490489112,-0.27246487,-0.129641636
431,0.003610987,-0.227135357,-0.615841451,-0.253285269,0.037128525
432,0.037309664,0.323712471,0.270808128,-0.25475222,0.089245489
433,-0.192750262,0.000697273,0.17517659,-0.160504226,0.019596982
434,0.09038747,0.301280412,0.251444581,0.245965273,0.157562588
435,-0.015699619,-0.327095752,-0.399642131,-0.179980501,0.176841158
436,0.004909177,0.022885413,0.091415339,0.117377565,0.152490446
437,0.002862432,0.04860372,0.04265945,-0.030556354,0.128876042
438,0.041398507,-0.191736146,-0.573656105,-0.331432699,-0.065056726
439,0.086947442,-0.159549199,-0.183095303,-0.540007952,0.455692497
440,0.014255251,-0.479535575,-0.49415676,-0.775303273,0.131503165
441,-0.012983483,0.281139375,0.292467946,0.208621606,0.010018679
442,0.077438089,-0.381400707,-0.349603889,-0.424150969,-0.115423919
443,-0.052390111,0.068648359,0.041460615,0.036095649,0.283606071
444,-0.072670496,-0.210430848,-0.184936882,0.680304609,-0.051990867
445,0.006628799,-0.229457574,-0.210028178,-0.237202264,-0.008062826
446,0.031844587,0.003708886,-0.217230162,-0.305212856,0.37276831
447,-0.025935795,-0.07526499,-0.05194149,-0.710071843,-0.055173425
448,0.011599409,0.174526453,0.228100244,0.281215976,-0.1263698
449,-0.026924059,0.094388966,0.012179409,-0.213954334,-0.130238122
450,-0.024995151,-0.414826668,-0.488804299,-0.269623612,0.119302321
451,0.01776266,-0.00180469,0.015738244,0.16877061,0.171847524
452,-0.014677907,-1.070362742,-0.845841353,-0.18085999,0.14225716
453,0.060903915,0.173530776,0.144690684,0.511292879,-0.282651184
454,0.060048484,0.224695126,0.291390995,0.434101556,0.007763931
455,0.079609458,0.000612312,-0.030029529,0.242087267,0.039729388
456,-0.056048433,0.108490395,0.253649963,-0.118301107,-0.334729015
457,-0.054175229,-0.048342016,-0.083417201,-0.57624711,-0.157334605
458,0.057606658,0.118725113,0.149493262,0.247979159,0.055598354
459,0.055386025,0.517951605,0.676155225,0.474207244,-0.162781131
460,-0.064399746,-0.495838007,-0.412680288,0.21629907,-0.116863395
461,-0.164156805,-0.079043303,-0.137290472,-0.089642716,-0.033113512
462,-0.128556073,0.23250303,0.290740257,0.669467932,-0.115472389
463,0.059716723,0.479156343,0.589131295,-0.042657583,0.098597122
464,0.050380719,0.175502277,0.273205695,0.761636704,0.124505553
465,0.007948342,0.189805037,0.216217321,-0.672176999,0.228349365
466,-0.02269184,0.592474359,0.713129342,0.044902316,-0.035784373
467,0.092581105,0.1766931,0.199126622,0.196058108,0.127420077
468,-0.070340754,-0.057526898,-0.086091665,-0.650375112,-0.228709793
469,0.02491786,0.327751641,0.415407989,0.330954468,-0.14774185
470,0.011445456,-0.38266624,-0.469002872,-0.107362687,0.010067341
471,0.000710437,-0.537803961,-0.515244998,-0.377205777,0.116679189
472,-0.015082635,0.213224579,0.172507049,-0.579579066,0.180921201
473,0.062852566,0.35144868,0.432044463,0.277771195,0.264447014
474,-0.021219314,-0.287730602,-0.255009062,-0.231891029,0.135432876
475,-0.044885308,0.084582206,-0.021828878,0.298290562,-0.045130676
476,-0.123445519,0.29129589,0.376076901,-0.12807186,-0.684778491
477,0.03539276,-0.142309744,-0.16805599,0.051455304,-0.45261984
478,-0.026397622,-0.234534635,-0.288460083,-0.108954564,0.157502371
479,0.059598655,0.10127915,0.129365737,0.087562865,0.179586535
480,-0.11070107,-0.329655967,-0.448290426,-0.439236209,-0.461097051
481,0.02221405,-0.291116778,-0.330150329,-0.499550177,-0.155943685
482,0.076265377,0.376148819,0.476688466,0.561457865,0.048467247
483,-0.219990228,-0.091659371,-0.077623806,-0.195544633,-0.692228027
484,-0.185988278,-0.353836056,-0.465719697,-0.622587236,-0.565608567
485,-0.073512902,-0.384812385,-0.73554853,-0.824991338,-0.230532234
486,-0.184102754,-0.228468826,-0.183518734,-0.510514855,-0.709163204
487,-0.03653369,0.040483357,0.008675853,0.022353519,-0.018208474
488,-0.15862625,-0.349562843,-0.49830714,-0.622329727,-0.544568347
489,0.051202927,0.396865681,0.504644429,0.57608647,-0.140326955
490,-0.030435089,-0.146606376,-0.226723528,-0.401594437,0.192728726
491,0.015458917,-0.186233977,-0.320400427,0.328395593,0.039372872
492,0.03911286,-0.014137738,0.024871647,-0.220398546,0.263022086
493,-0.031432106,-0.266442688,-0.300769529,-0.190292498,0.007999137
494,0.010946593,0.115473555,0.184940491,-0.224031164,-0.106956435
495,0.010260086,0.187332427,0.263984084,-0.6379043,0.040909381
496,-0.064703892,-0.070070099,-0.045068177,0.075554621,0.140752112
497,0.013068658,0.962008871,1.140817408,0.875990699,-0.420171364
498,0.004518051,-0.522114008,-0.311642239,-0.314537231,0.074912896
499,0.022179298,0.219804751,0.193857865,-0.000984899,0.250836625
500,-0.13863568,-0.67216525,-0.942747997,-0.401119993,-0.279616719
501,-0.030603803,0.274185406,0.372586144,0.078239862,-0.017018136
502,0.032642855,0.177847839,0.201615605,-0.409046489,-0.149601469
503,0.066934138,0.037926897,0.040177909,-0.448637701,0.042976094
504,-0.094482827,0.41997824,0.229769277,-0.674648301,-0.00209051
505,0.117382903,0.429612004,0.523362207,0.592977275,0.144338757
506,-0.061768,-0.562895311,-0.814058919,-0.293498267,-0.018776099
507,0.109383772,-0.150396821,-0.033020119,-0.747125972,0.237359389
508,-0.115832513,0.300797198,0.44765743,0.116704967,0.057506311
509,0.059271518,0.337765588,0.416509652,-0.035477886,-0.054006097
510,-0.082663613,-0.169767729,-0.434233985,0.052982529,0.018578043
511,-0.021634419,-0.170821051,-0.322960555,0.325606427,0.052471583
512,0.098914875,0.107093367,0.162010184,0.054404188,0.170634233
513,0.040779341,-0.340699598,-0.425416347,-0.499349149,0.080766752
514,0.015202095,0.176166112,0.232461909,0.680672712,-0.125636076
515,0.082969523,0.251949917,0.30332915,0.331688629,-0.003580675
516,0.009924815,-0.165553311,-0.291701512,0.148387589,-0.104797929
517,-0.107345347,0.079145497,0.112567656,0.632629566,0.109929301
518,0.028428776,-0.009467775,-1.60E-05,0.25956119,0.281870009
519,-0.016655412,0.230591952,0.340465341,0.124535121,0.023950653
520,0.082049315,0.097112559,0.176516259,-0.300641891,-0.284734905
521,0.16337641,-0.017367834,0.082249241,0.550171213,-0.053172405
522,0.041316099,-0.132631687,-0.190505436,-0.017904759,-0.167087379
523,-0.183717363,-0.40912092,-0.283295187,-0.062846831,-0.37752445
524,-0.075928596,-0.438149851,-0.299716845,-0.167169853,0.222292288
525,0.050377853,0.038809522,0.044971637,-0.055906759,-0.053964955
526,-0.115141502,0.285707417,0.350093605,-0.011287489,-0.388393565
527,-0.015126954,-0.105118693,-0.147442788,-0.398915674,-0.173463918
528,0.067561969,0.322284721,0.425127994,0.026976318,0.184550319
529,0.09811961,0.370359731,0.517517187,0.445783511,-0.289696849
530,0.01037308,-0.174945565,0.077707651,0.269279487,0.04281774
531,-0.172180002,-0.044104372,-0.092659602,0.196873126,-0.025772497
532,-0.109245827,0.283413691,0.333337392,0.010764136,0.122920788
533,0.108726012,0.501211867,0.645086308,-0.11391788,0.037620747
534,0.07351969,0.110977747,0.11449285,0.023737722,-0.017566677
535,0.038823267,-0.068423755,-0.097414888,-0.159195881,0.130354387
536,-0.059841294,-0.254469923,-0.621888004,0.363172411,0.101628672
537,-0.062203434,-0.044723672,-0.095605309,-0.068249005,0.150124564
538,0.072000544,0.270782544,0.316550327,0.25595823,0.040121434
539,-0.022057114,-0.205490003,-0.165367485,-0.117766547,-0.342492489
540,0.088571626,-0.301164462,-0.471259239,0.047615987,-0.093256656
541,0.003951587,-0.401798959,-0.57665668,-0.354268302,-0.111100425
542,0.138574916,0.347025224,0.506472659,0.908052569,-0.251878356
543,-0.020852279,0.091866517,0.118205697,0.577355755,-0.056272278
544,0.01313965,0.240414071,0.319625408,0.470880946,0.230075893
545,-0.038412304,-0.395783914,-0.592938681,-0.591936808,-0.008711172
546,0.148285872,0.540143366,0.607234235,0.366114543,-0.019837367
547,0.018621327,-0.299861532,-0.324032907,-0.629987815,-0.383411394
548,0.058903798,0.070703259,0.053771804,-0.374680876,0.138255883
549,0.029738827,-0.054057749,-0.073450556,-0.313766525,0.10467674
550,0.062842659,0.254022931,0.295894092,0.540829988,0.332222416
551,0.067777005,0.22021599,0.366500017,0.103940788,0.121941308
552,0.169180633,0.215079331,0.317360728,0.386093828,-0.225810723
553,0.026227844,-0.161686083,-0.094897928,-0.361538588,0.099744052
554,0.079287568,-0.022690842,0.092585558,0.414539088,0.168411787
555,-0.041962981,0.143380176,0.069826197,-0.094540566,-0.285673755
556,0.127492386,0.095839232,0.231316802,0.229034353,-0.023224626
557,0.073690554,-0.233558776,-0.224362576,-0.186293194,0.223261356
558,-0.122192744,-0.213424267,-0.261999617,-0.449496816,0.027411104
559,0.068753169,0.189321053,0.255317791,0.60320604,-0.190888944
560,-0.087250469,0.203555195,0.283523106,-0.734041565,-0.483157261
561,0.060520747,0.496391401,0.544979929,-0.120129698,0.182883917
562,-0.018270953,0.331408539,0.333589544,-0.151284117,0.006896552
563,0.094926,-0.406258884,-0.150306038,0.338422145,-0.22873371
564,0.081265323,0.585173773,0.708923282,0.323870839,-0.121154952
565,-0.080611109,0.306519809,0.414279162,0.28687311,0.073641366
566,0.079654881,0.173685516,0.244545443,0.374905669,-0.022634886
567,-0.065064195,0.225295775,0.251617934,-0.214469669,-0.292038111
568,0.051591325,-0.017411656,0.03667503,-0.06510643,0.069372581
569,0.104083673,0.064945859,0.157434045,0.56788655,-0.21733085
570,0.049797053,-0.367093736,-0.453059697,-0.219943076,-0.077392701
571,0.066097369,0.204520278,0.376787031,0.021797848,0.116293041
572,-0.03622331,-0.061791785,-0.100827924,0.187665642,0.038141095
573,-0.151475033,-0.090034854,-0.021289493,0.61096487,0.114845248
574,-0.00335659,-0.604197239,-0.788634294,-0.555181964,0.101705283
575,-0.05393903,-0.485987618,-0.421399171,-0.30214652,0.166436948
576,0.044255526,0.334805536,0.405476952,-0.143721988,0.113289121
577,0.026417708,-0.248362889,-0.117094655,-0.027052767,0.081488901
578,0.006570888,0.112744873,0.174967683,0.469558279,0.123376095
579,-0.045134851,-0.022432465,0.019665616,-0.289222212,-0.002312441
580,-0.070659115,0.365228973,-0.010572379,-0.401157791,0.119237685
581,-0.058421028,-0.178944132,-0.343254328,-0.111934771,-0.085772277
582,0.002118171,0.127027845,0.191045943,0.713658898,0.192802685
583,-0.010373857,0.27088696,0.290655422,-0.060438751,0.057601163
584,-0.072163042,-0.282040695,-0.233129191,0.163279909,-0.044212037
585,0.059276029,0.029648974,0.075977016,0.401751438,-0.000739247
586,0.028767049,0.31884082,0.396568177,-0.369470613,-0.183862621
587,-0.031990389,-0.021050142,0.042233311,0.019075621,0.057089581
588,0.036638499,0.191668564,0.264089595,0.098839845,0.116649232
589,-0.016217216,0.142812244,0.198376882,-0.616339155,-0.263144257
590,0.033081677,-0.086762957,-0.018410568,-0.375188899,-0.193612112
591,-0.001564294,-0.19703922,-0.319698261,-0.562326784,0.090068269
